sepal_length,sepal_width,petal_length,petal_width,species,sepal_area,petal_area
0.22222222222222213,0.6249999999999999,0.06779661016949151,0.04166666666666667,setosa,17.849999999999998,0.27999999999999997
0.1666666666666668,0.41666666666666663,0.06779661016949151,0.04166666666666667,setosa,14.700000000000001,0.27999999999999997
0.11111111111111119,0.5,0.05084745762711865,0.04166666666666667,setosa,15.040000000000001,0.26
0.08333333333333327,0.4583333333333333,0.0847457627118644,0.04166666666666667,setosa,14.26,0.30000000000000004
0.19444444444444448,0.6666666666666666,0.06779661016949151,0.04166666666666667,setosa,18.0,0.27999999999999997
0.30555555555555564,0.7916666666666665,0.11864406779661016,0.12500000000000003,setosa,21.060000000000002,0.68
0.08333333333333327,0.5833333333333333,0.06779661016949151,0.08333333333333333,setosa,15.639999999999999,0.42
0.19444444444444448,0.5833333333333333,0.0847457627118644,0.04166666666666667,setosa,17.0,0.30000000000000004
0.027777777777777922,0.3749999999999999,0.06779661016949151,0.04166666666666667,setosa,12.76,0.27999999999999997
0.1666666666666668,0.4583333333333333,0.0847457627118644,0.0,setosa,15.190000000000001,0.15000000000000002
0.30555555555555564,0.7083333333333333,0.0847457627118644,0.04166666666666667,setosa,19.980000000000004,0.30000000000000004
0.13888888888888887,0.5833333333333333,0.1016949152542373,0.04166666666666667,setosa,16.32,0.32000000000000006
0.13888888888888887,0.41666666666666663,0.06779661016949151,0.0,setosa,14.399999999999999,0.13999999999999999
0.0,0.41666666666666663,0.016949152542372895,0.0,setosa,12.899999999999999,0.11000000000000001
0.41666666666666663,0.8333333333333333,0.033898305084745756,0.04166666666666667,setosa,23.2,0.24
0.38888888888888895,1.0,0.0847457627118644,0.12500000000000003,setosa,25.080000000000002,0.6000000000000001
0.30555555555555564,0.7916666666666665,0.05084745762711865,0.12500000000000003,setosa,21.060000000000002,0.52
0.22222222222222213,0.6249999999999999,0.06779661016949151,0.08333333333333333,setosa,17.849999999999998,0.42
0.38888888888888895,0.7499999999999998,0.11864406779661016,0.08333333333333333,setosa,21.66,0.51
0.22222222222222213,0.7499999999999998,0.0847457627118644,0.08333333333333333,setosa,19.38,0.44999999999999996
0.30555555555555564,0.5833333333333333,0.11864406779661016,0.04166666666666667,setosa,18.36,0.34
0.22222222222222213,0.7083333333333333,0.0847457627118644,0.12500000000000003,setosa,18.87,0.6000000000000001
0.08333333333333327,0.6666666666666666,0.0,0.04166666666666667,setosa,16.56,0.2
0.22222222222222213,0.5416666666666665,0.11864406779661016,0.16666666666666669,setosa,16.83,0.85
0.13888888888888887,0.5833333333333333,0.15254237288135591,0.04166666666666667,setosa,16.32,0.38
0.19444444444444448,0.41666666666666663,0.1016949152542373,0.04166666666666667,setosa,15.0,0.32000000000000006
0.19444444444444448,0.5833333333333333,0.1016949152542373,0.12500000000000003,setosa,17.0,0.6400000000000001
0.25000000000000006,0.6249999999999999,0.0847457627118644,0.04166666666666667,setosa,18.2,0.30000000000000004
0.25000000000000006,0.5833333333333333,0.06779661016949151,0.04166666666666667,setosa,17.68,0.27999999999999997
0.11111111111111119,0.5,0.1016949152542373,0.04166666666666667,setosa,15.040000000000001,0.32000000000000006
0.13888888888888887,0.4583333333333333,0.1016949152542373,0.04166666666666667,setosa,14.879999999999999,0.32000000000000006
0.30555555555555564,0.5833333333333333,0.0847457627118644,0.12500000000000003,setosa,18.36,0.6000000000000001
0.25000000000000006,0.8749999999999998,0.0847457627118644,0.0,setosa,21.32,0.15000000000000002
0.3333333333333333,0.9166666666666666,0.06779661016949151,0.04166666666666667,setosa,23.1,0.27999999999999997
0.1666666666666668,0.4583333333333333,0.0847457627118644,0.04166666666666667,setosa,15.190000000000001,0.30000000000000004
0.19444444444444448,0.5,0.033898305084745756,0.04166666666666667,setosa,16.0,0.24
0.3333333333333333,0.6249999999999999,0.05084745762711865,0.04166666666666667,setosa,19.25,0.26
0.1666666666666668,0.6666666666666666,0.06779661016949151,0.0,setosa,17.64,0.13999999999999999
0.027777777777777922,0.41666666666666663,0.05084745762711865,0.04166666666666667,setosa,13.200000000000001,0.26
0.22222222222222213,0.5833333333333333,0.0847457627118644,0.04166666666666667,setosa,17.34,0.30000000000000004
0.19444444444444448,0.6249999999999999,0.05084745762711865,0.08333333333333333,setosa,17.5,0.39
0.055555555555555594,0.1249999999999999,0.05084745762711865,0.08333333333333333,setosa,10.35,0.39
0.027777777777777922,0.5,0.05084745762711865,0.04166666666666667,setosa,14.080000000000002,0.26
0.19444444444444448,0.6249999999999999,0.1016949152542373,0.20833333333333334,setosa,17.5,0.96
0.22222222222222213,0.7499999999999998,0.15254237288135591,0.12500000000000003,setosa,19.38,0.76
0.13888888888888887,0.41666666666666663,0.06779661016949151,0.08333333333333333,setosa,14.399999999999999,0.42
0.22222222222222213,0.7499999999999998,0.1016949152542373,0.04166666666666667,setosa,19.38,0.32000000000000006
0.08333333333333327,0.5,0.06779661016949151,0.04166666666666667,setosa,14.719999999999999,0.27999999999999997
0.27777777777777773,0.7083333333333333,0.0847457627118644,0.04166666666666667,setosa,19.61,0.30000000000000004
0.19444444444444448,0.5416666666666665,0.06779661016949151,0.04166666666666667,setosa,16.5,0.27999999999999997
0.7499999999999999,0.5,0.6271186440677966,0.5416666666666666,versicolor,22.400000000000002,6.58
0.5833333333333334,0.5,0.5932203389830508,0.5833333333333334,versicolor,20.480000000000004,6.75
0.7222222222222222,0.4583333333333333,0.6610169491525424,0.5833333333333334,versicolor,21.39,7.3500000000000005
0.3333333333333333,0.1249999999999999,0.5084745762711864,0.5,versicolor,12.649999999999999,5.2
0.611111111111111,0.3333333333333332,0.6101694915254237,0.5833333333333334,versicolor,18.2,6.8999999999999995
0.38888888888888895,0.3333333333333332,0.5932203389830508,0.5,versicolor,15.959999999999999,5.8500000000000005
0.5555555555555555,0.5416666666666665,0.6271186440677966,0.625,versicolor,20.79,7.5200000000000005
0.1666666666666668,0.1666666666666666,0.38983050847457623,0.375,versicolor,11.76,3.3
0.6388888888888887,0.3749999999999999,0.6101694915254237,0.5,versicolor,19.139999999999997,5.9799999999999995
0.25000000000000006,0.2916666666666667,0.4915254237288135,0.5416666666666666,versicolor,14.040000000000001,5.46
0.19444444444444448,0.0,0.423728813559322,0.375,versicolor,10.0,3.5
0.44444444444444453,0.41666666666666663,0.5423728813559322,0.5833333333333334,versicolor,17.700000000000003,6.300000000000001
0.4722222222222222,0.0833333333333334,0.5084745762711864,0.375,versicolor,13.200000000000001,4.0
0.4999999999999999,0.3749999999999999,0.6271186440677966,0.5416666666666666,versicolor,17.689999999999998,6.58
0.361111111111111,0.3749999999999999,0.4406779661016949,0.5,versicolor,16.24,4.680000000000001
0.6666666666666666,0.4583333333333333,0.576271186440678,0.5416666666666666,versicolor,20.77,6.16
0.361111111111111,0.41666666666666663,0.5932203389830508,0.5833333333333334,versicolor,16.799999999999997,6.75
0.41666666666666663,0.2916666666666667,0.5254237288135593,0.375,versicolor,15.66,4.1
0.5277777777777778,0.0833333333333334,0.5932203389830508,0.5833333333333334,versicolor,13.640000000000002,6.75
0.361111111111111,0.20833333333333331,0.4915254237288135,0.4166666666666667,versicolor,14.0,4.29
0.44444444444444453,0.5,0.6440677966101694,0.7083333333333334,versicolor,18.880000000000003,8.64
0.4999999999999999,0.3333333333333332,0.5084745762711864,0.5,versicolor,17.08,5.2
0.5555555555555555,0.20833333333333331,0.6610169491525424,0.5833333333333334,versicolor,15.75,7.3500000000000005
0.4999999999999999,0.3333333333333332,0.6271186440677966,0.4583333333333333,versicolor,17.08,5.64
0.5833333333333334,0.3749999999999999,0.559322033898305,0.5,versicolor,18.56,5.59
0.6388888888888887,0.41666666666666663,0.576271186440678,0.5416666666666666,versicolor,19.799999999999997,6.16
0.6944444444444443,0.3333333333333332,0.6440677966101694,0.5416666666666666,versicolor,19.04,6.72
0.6666666666666666,0.41666666666666663,0.6779661016949152,0.6666666666666666,versicolor,20.1,8.5
0.4722222222222222,0.3749999999999999,0.5932203389830508,0.5833333333333334,versicolor,17.4,6.75
0.38888888888888895,0.25,0.423728813559322,0.375,versicolor,14.82,3.5
0.3333333333333333,0.1666666666666666,0.47457627118644063,0.4166666666666667,versicolor,13.2,4.18
0.3333333333333333,0.1666666666666666,0.4576271186440678,0.375,versicolor,13.2,3.7
0.41666666666666663,0.2916666666666667,0.4915254237288135,0.4583333333333333,versicolor,15.66,4.68
0.4722222222222222,0.2916666666666667,0.6949152542372881,0.625,versicolor,16.200000000000003,8.16
0.30555555555555564,0.41666666666666663,0.5932203389830508,0.5833333333333334,versicolor,16.200000000000003,6.75
0.4722222222222222,0.5833333333333333,0.5932203389830508,0.625,versicolor,20.4,7.2
0.6666666666666666,0.4583333333333333,0.6271186440677966,0.5833333333333334,versicolor,20.77,7.050000000000001
0.5555555555555555,0.1249999999999999,0.576271186440678,0.5,versicolor,14.489999999999998,5.720000000000001
0.361111111111111,0.41666666666666663,0.5254237288135593,0.5,versicolor,16.799999999999997,5.33
0.3333333333333333,0.20833333333333331,0.5084745762711864,0.5,versicolor,13.75,5.2
0.3333333333333333,0.25,0.576271186440678,0.4583333333333333,versicolor,14.3,5.28
0.4999999999999999,0.41666666666666663,0.6101694915254237,0.5416666666666666,versicolor,18.299999999999997,6.4399999999999995
0.41666666666666663,0.25,0.5084745762711864,0.4583333333333333,versicolor,15.08,4.8
0.19444444444444448,0.1249999999999999,0.38983050847457623,0.375,versicolor,11.5,3.3
0.361111111111111,0.2916666666666667,0.5423728813559322,0.5,versicolor,15.12,5.460000000000001
0.38888888888888895,0.41666666666666663,0.5423728813559322,0.4583333333333333,versicolor,17.1,5.04
0.38888888888888895,0.3749999999999999,0.5423728813559322,0.5,versicolor,16.53,5.460000000000001
0.5277777777777778,0.3749999999999999,0.559322033898305,0.5,versicolor,17.98,5.59
0.22222222222222213,0.20833333333333331,0.3389830508474576,0.4166666666666667,versicolor,12.75,3.3000000000000003
0.38888888888888895,0.3333333333333332,0.5254237288135593,0.5,versicolor,15.959999999999999,5.33
0.5555555555555555,0.5416666666666665,0.847457627118644,1.0,virginica,20.79,15.0
0.41666666666666663,0.2916666666666667,0.6949152542372881,0.75,virginica,15.66,9.69
0.7777777777777776,0.41666666666666663,0.8305084745762712,0.8333333333333334,virginica,21.299999999999997,12.39
0.5555555555555555,0.3749999999999999,0.7796610169491525,0.7083333333333334,virginica,18.27,10.08
0.611111111111111,0.41666666666666663,0.8135593220338982,0.8750000000000001,virginica,19.5,12.76
0.9166666666666665,0.41666666666666663,0.9491525423728813,0.8333333333333334,virginica,22.799999999999997,13.86
0.1666666666666668,0.20833333333333331,0.5932203389830508,0.6666666666666666,virginica,12.25,7.6499999999999995
0.8333333333333333,0.3749999999999999,0.8983050847457626,0.7083333333333334,virginica,21.169999999999998,11.34
0.6666666666666666,0.20833333333333331,0.8135593220338982,0.7083333333333334,virginica,16.75,10.44
0.8055555555555556,0.6666666666666666,0.8644067796610169,1.0,virginica,25.92,15.25
0.611111111111111,0.5,0.6949152542372881,0.7916666666666666,virginica,20.8,10.2
0.5833333333333334,0.2916666666666667,0.7288135593220338,0.75,virginica,17.28,10.069999999999999
0.6944444444444443,0.41666666666666663,0.7627118644067796,0.8333333333333334,virginica,20.4,11.55
0.38888888888888895,0.20833333333333331,0.6779661016949152,0.7916666666666666,virginica,14.25,10.0
0.41666666666666663,0.3333333333333332,0.6949152542372881,0.9583333333333333,virginica,16.24,12.239999999999998
0.5833333333333334,0.5,0.7288135593220338,0.9166666666666666,virginica,20.480000000000004,12.19
0.611111111111111,0.41666666666666663,0.7627118644067796,0.7083333333333334,virginica,19.5,9.9
0.9444444444444444,0.7499999999999998,0.9661016949152542,0.8750000000000001,virginica,29.259999999999998,14.740000000000002
0.9444444444444444,0.25,1.0,0.9166666666666666,virginica,20.02,15.87
0.4722222222222222,0.0833333333333334,0.6779661016949152,0.5833333333333334,virginica,13.200000000000001,7.5
0.7222222222222222,0.5,0.7966101694915254,0.9166666666666666,virginica,22.080000000000002,13.11
0.361111111111111,0.3333333333333332,0.6610169491525424,0.7916666666666666,virginica,15.679999999999998,9.8
0.9444444444444444,0.3333333333333332,0.9661016949152542,0.7916666666666666,virginica,21.56,13.4
0.5555555555555555,0.2916666666666667,0.6610169491525424,0.7083333333333334,virginica,17.01,8.82
0.6666666666666666,0.5416666666666665,0.7966101694915254,0.8333333333333334,virginica,22.11,11.97
0.8055555555555556,0.5,0.847457627118644,0.7083333333333334,virginica,23.040000000000003,10.8
0.5277777777777778,0.3333333333333332,0.6440677966101694,0.7083333333333334,virginica,17.36,8.64
0.4999999999999999,0.41666666666666663,0.6610169491525424,0.7083333333333334,virginica,18.299999999999997,8.82
0.5833333333333334,0.3333333333333332,0.7796610169491525,0.8333333333333334,virginica,17.919999999999998,11.76
0.8055555555555556,0.41666666666666663,0.8135593220338982,0.625,virginica,21.6,9.28
0.8611111111111112,0.3333333333333332,0.8644067796610169,0.75,virginica,20.72,11.589999999999998
1.0,0.7499999999999998,0.9152542372881356,0.7916666666666666,virginica,30.02,12.8
0.5833333333333334,0.3333333333333332,0.7796610169491525,0.8750000000000001,virginica,17.919999999999998,12.32
0.5555555555555555,0.3333333333333332,0.6949152542372881,0.5833333333333334,virginica,17.639999999999997,7.6499999999999995
0.4999999999999999,0.25,0.7796610169491525,0.5416666666666666,virginica,15.86,7.839999999999999
0.9444444444444444,0.41666666666666663,0.8644067796610169,0.9166666666666666,virginica,23.1,14.029999999999998
0.5555555555555555,0.5833333333333333,0.7796610169491525,0.9583333333333333,virginica,21.419999999999998,13.44
0.5833333333333334,0.4583333333333333,0.7627118644067796,0.7083333333333334,virginica,19.840000000000003,9.9
0.4722222222222222,0.41666666666666663,0.6440677966101694,0.7083333333333334,virginica,18.0,8.64
0.7222222222222222,0.4583333333333333,0.7457627118644068,0.8333333333333334,virginica,21.39,11.340000000000002
0.6666666666666666,0.4583333333333333,0.7796610169491525,0.9583333333333333,virginica,20.77,13.44
0.7222222222222222,0.4583333333333333,0.6949152542372881,0.9166666666666666,virginica,21.39,11.729999999999999
0.41666666666666663,0.2916666666666667,0.6949152542372881,0.75,virginica,15.66,9.69
0.6944444444444443,0.5,0.8305084745762712,0.9166666666666666,virginica,21.76,13.57
0.6666666666666666,0.5416666666666665,0.7966101694915254,1.0,virginica,22.11,14.25
0.6666666666666666,0.41666666666666663,0.711864406779661,0.9166666666666666,virginica,20.1,11.959999999999999
0.5555555555555555,0.20833333333333331,0.6779661016949152,0.75,virginica,15.75,9.5
0.611111111111111,0.41666666666666663,0.711864406779661,0.7916666666666666,virginica,19.5,10.4
0.5277777777777778,0.5833333333333333,0.7457627118644068,0.9166666666666666,virginica,21.08,12.42
0.44444444444444453,0.41666666666666663,0.6949152542372881,0.7083333333333334,virginica,17.700000000000003,9.18
